audit_result,id,title,source,category,date,score,threshold,reason,soft_hits,hv_hits,url
PASS,3219,"‘US cares only about its own well-being’: Russia's Lavrov slams America, says ac",livemint,Economy,2026-04-25,3.0,1.5,PASS,,,https://www.livemint.com/news/world/us-cares-only-about-its-own-well-being-russias-sergei-lavrov-targets-america-says-iran-vanezuela-was-about-oil-11777106941147.html
PASS,3218,Japan sheds pacifism as global order begins to fracture,livemint editorial,Opinion,2026-04-25,9.0,2.0,PASS,,ed | nato | supply chain | fra,https://www.livemint.com/opinion/japan-defence-exports-post-war-pacifism-china-rise-xi-jinping-deng-xiaoping-us-reliability-west-asia-war-11777092820784.html
PASS,3217,WHO approves first malaria treatment for infants,the hindu,Science & Technology,2026-04-25,5.0,1.5,PASS,,drug resistance | malaria,https://www.thehindu.com/sci-tech/health/who-approves-first-malaria-treatment-for-infants/article70904945.ece
PASS,3216,Child vaccine catch-up drive on course to hit target: UN,the hindu,Science & Technology,2026-04-25,3.5,1.5,PASS,,vaccine,https://www.thehindu.com/sci-tech/health/child-vaccine-catch-up-drive-on-course-to-hit-target-un/article70901635.ece
PASS,3215,Textiles and garment exports fall 2.2% in 2025-26: Global Trade Research Initiat,the hindu,Economy,2026-04-25,7.0,1.5,PASS,,accord,https://www.thehindu.com/business/Industry/textiles-and-garment-exports-fall-22-in-2025-26-global-trade-research-initiative/article70904902.ece
PASS,3214,How a 50 mile dam between Russia and Alaska could help regulate Earth’s climate,ie explained,Explained,2026-04-25,3.0,2.0,PASS,,,https://indianexpress.com/article/explained/explained-sci-tech/amoc-collapse-bering-strait-dam-10655092/
PASS,3211,"Loud blasts, gunfire heard near Mali's main military camp, witness says",the hindu,International,2026-04-25,2.0,1.5,PASS,,,https://www.thehindu.com/news/international/loud-blasts-gunfire-heard-near-malis-main-military-camp-witness-says/article70904788.ece
PASS,3210,"Major Russian attack on Ukraine kills four, wounds dozens",the hindu,International,2026-04-25,2.5,1.5,PASS,,missile,https://www.thehindu.com/news/international/major-russian-attack-on-ukraine-kills-wounds-dozens/article70904775.ece
PASS,3209,India sees fastest global growth in AI hiring at 59.5%: LinkedIn report,indian express,Science & Technology,2026-04-25,5.0,1.5,PASS,,accord,https://indianexpress.com/article/technology/artificial-intelligence/india-sees-fastest-global-growth-in-ai-hiring-at-59-5-linkedin-report-10655284/
PASS,3208,Romania says drone fragments damage property during overnight Russian attack on ,the hindu,International,2026-04-25,5.5,1.5,PASS,,fra,https://www.thehindu.com/news/international/romania-says-drone-fragments-damage-property-during-overnight-russian-attack-on-ukraine/article70904581.ece
PASS,3207,Google to invest up to $40 billion in AI rival Anthropic,the hindu,Science & Technology,2026-04-25,4.0,1.5,PASS,,trai,https://www.thehindu.com/sci-tech/technology/google-to-invest-up-to-40-billion-in-ai-rival-anthropic/article70904327.ece
PASS,3206,China acquired capacity to build 50 nuclear power reactors simultaneously: Offic,the hindu,International,2026-04-25,5.5,1.5,PASS,,,https://www.thehindu.com/news/international/china-acquired-capacity-to-build-50-nuclear-power-reactors-simultaneously-official-report/article70904311.ece
PASS,3205,"U.S. won't renew Iranian, Russian oil waivers: Bessent",the hindu,International,2026-04-25,4.5,1.5,PASS,,ed | strait of hormuz,https://www.thehindu.com/news/international/us-wont-renew-iranian-russian-oil-waivers-bessent/article70904300.ece
PASS,3204,Centre allows American India Foundation to receive foreign funding,indian express,National,2026-04-25,2.5,1.5,PASS,,,https://indianexpress.com/article/india/centre-allows-american-india-foundation-to-receive-foreign-funding-10655088/
PASS,3203,EU considers helping with West Asia energy infrastructure to bypass conflict zon,the hindu,International,2026-04-25,6.0,1.5,PASS,,energy security,https://www.thehindu.com/news/international/eu-considers-helping-with-west-asia-energy-infrastructure-to-bypass-conflict-zones/article70904480.ece
PASS,3202,"As Chennai reports cases of measles, doctors stress need for timely vaccination",the hindu,Science & Technology,2026-04-25,2.5,1.5,PASS,,,https://www.thehindu.com/news/cities/chennai/as-chennai-reports-cases-of-measles-doctors-stress-timely-vaccination/article70902282.ece
PASS,3201,Trump allies push bills to pause and scrap H-1B visas: What does it mean for Ind,livemint,Economy,2026-04-25,3.0,1.5,PASS,,,https://www.livemint.com/news/india/trump-allies-push-bills-to-pause-and-scrap-h-1b-visas-what-it-means-for-indian-11777092495354.html
PASS,3200,Schengen visas rejection costed Indians ₹136 crore! This trick can improve your ,livemint,Economy,2026-04-25,3.0,1.5,PASS,,embassy | fra,https://www.livemint.com/news/world/schengen-visas-rejection-costed-indians-136-crore-this-trick-can-improve-your-chances-11777087478382.html
PASS,3199,Transformative but democratic AI,down to earth,Environment,2026-04-25,4.0,2.0,PASS,,,https://news.google.com/rss/articles/CBMiigFBVV95cUxOZ3NULWhWakFDNmY0Tjl3SFhDZkhucWt3SU1hVTlINUxnT0x0YTlYUklrNk5lSk5rdi1Wb3o5N3VwdlBxSUFYeGh3OHZnUVV6bFRvUEVKS2hfZ1YtV1RnSUhYNnVRNG4xSWRXcFdvWHEtS2hnak1EdVYtdWNMYU4wSTgwQnRoM19vMVHSAZcBQVVfeXFMTlhLNGRZNmd1SkpxVTNENmdWcUVyWXN3blphMWRYWEVZeWk3MWFtTlRHa0ZCSFFGT3k5SEw2ZVFONzdGREQ0ZWdwX3V6d3JnQ2xTT3IwaXJ2LV9YT0IwZWhmOUNqekpFOHNqRnc3dlhiSVdzZGVQSk5ndl9EcWM0aDRTeXRvcHVzQU5yRk9Wa1RoYnBySnZKbw?oc=5
PASS,3197,Watch: Iran says no direct talks with U.S. in Islamabad planned,the hindu,International,2026-04-25,3.0,1.5,PASS,,,https://www.thehindu.com/videos/watch-iran-says-no-direct-talks-with-us-in-islamabad-planned/article70904422.ece
PASS,3196,Bill for three-year pause on H-1B visas introduced in U.S. Congress,the hindu,International,2026-04-25,5.0,1.5,PASS,,,https://www.thehindu.com/news/international/bill-for-three-year-pause-on-h-1b-visas-introduced-in-us-congress/article70904409.ece
PASS,3195,U.S. military strike on alleged drug boat kills 2 in eastern Pacific,the hindu,International,2026-04-25,4.0,1.5,PASS,,,https://www.thehindu.com/news/international/us-military-strike-on-alleged-drug-boat-kills-people-in-eastern-pacific/article70904356.ece
PASS,3194,Lebanese reporter Amal Khalil killed in Israeli strikes: Why this is a war crime,ie explained,Explained,2026-04-25,4.5,2.0,PASS,,,https://indianexpress.com/article/explained/explained-global/lebanese-reporter-amal-khalil-killed-in-israeli-strikes-is-this-a-war-crime-10654842/
PASS,3193,​Fire and sound: On Kerala’s Mundathikode tragedy,the hindu editorial,Editorial,2026-04-25,4.5,2.0,PASS,,ed,https://www.thehindu.com/opinion/editorial/fire-and-sound-the-hindu-editorial-on-keralas-mundathikode-tragedy/article70902512.ece
PASS,3192,"Indian envoy Kwatra meets US energy secretary, discusses energy partnership",business standard,Economy,2026-04-25,3.5,1.5,PASS,,,https://news.google.com/rss/articles/CBMi-wFBVV95cUxQeFAzVW5RZjlKeUEzNWtfa0VqanpkcFNIcXo0T1RGVjFaSkFXdXJhZlY1M2J2TmNUUGZFVmJuTVFFN3NfZ3JRU0pFRlNpS1pzbVQ1bjUwTXNIR04tenhHTmxuT1UxWXA4MHIzc0xUQjJnNzZ6WThmMGhraUZYckxiYzlPYnA1a2w2Q2FFbm9TX2F0SHpWZW01SXVGaTh2YTRpdVJCYThhQjViRzlwNGFrMERvRFBGYkhXeTBSazRxdzB5RlNFcG5kUmhSLThNaU1tYnd1c3B3UkV0ejU0LU9TaURFbFV4REtYM2VNMXZpUEtHVE5Cdnk0eHRrMNIBgAJBVV95cUxQUXNEb3FRckJYVi1pdUliRkVWcmlza3pfcUhmUy1kejJsajVCdUM4cEJUbFllaHhZNzJZWVB1OFZYeDZOY2txRzFXMTV2dmZsejB6MUtNSGctbERSM0toQjgzTEZ1Y3FQbXVVYU5BY3RwbkFjSkdxSURXaWdNREFnM0RGOEQwY3pGb05kN0RuV05ubEw1QUVLam81TVJ5a01xdml6aTFxQTdtY2k4NGZDcTdIRFRYOGd0ajY5MUpOdTQwY2d3TTdpZnBZTlR2VzRsMjF6SURHVjhuc3hNcFZyUkI2ZldXNlVZRDBoMU1Oc0VpU2lnaVUzUy1DYmt4clFG?oc=5
PASS,3191,There are three pathways for India to develop greater energy resilience,indian express opinion,Opinion,2026-04-25,5.0,2.0,PASS,,renewable energy,https://indianexpress.com/article/opinion/columns/there-are-three-pathways-for-india-to-develop-greater-energy-resilience-10654540/
PASS,3190,Hormuz blockades test foundational principle of global commerce,indian express opinion,Opinion,2026-04-25,5.0,2.0,PASS,,,https://indianexpress.com/article/opinion/editorials/hormuz-blockades-test-foundational-principle-of-global-commerce-10654532/
PASS,3189,"On air pollution, we need to get the scientific plumbing right: Santosh Harish, ",indian express,Science & Technology,2026-04-25,3.0,1.5,PASS,,,https://indianexpress.com/article/technology/air-pollution-india-explained-pm25-solutions-tech-interview-10654248/
PASS,3188,Google parent Alphabet to invest up to $40 billion in Anthropic amid AI race,indian express,Science & Technology,2026-04-25,4.5,1.5,PASS,,,https://indianexpress.com/article/technology/artificial-intelligence/google-parent-alphabet-to-invest-up-to-40-billion-in-anthropic-amid-ai-race-10654736/
PASS,3187,Mythos challenge: Delhi needs a say in AI regulation,indian express opinion,Opinion,2026-04-25,5.5,2.0,PASS,,fra,https://indianexpress.com/article/opinion/editorials/mythos-challenge-delhi-needs-a-say-in-ai-regulation-10654530/
PASS,3186,‘The damage is done’: Why the IEA chief believes the global oil market will neve,indian express,International,2026-04-24,2.0,1.5,PASS,,,https://indianexpress.com/article/world/us-news/iea-chief-fatih-birol-global-oil-crisis-energy-market-reshape-10654642/
PASS,3185,"West Asia conflict: No BRICS consensus on war, India’s Chair summary notes ‘deep",indian express,National,2026-04-24,5.5,1.5,PASS,,brics | bri,https://indianexpress.com/article/india/west-asia-conflict-no-brics-consensus-on-war-indias-chair-summary-notes-deep-concern-10654648/
PASS,3184,India among countries where Meta ‘automatically’ blocks flagged content,the hindu,Science & Technology,2026-04-24,2.5,1.5,PASS,,,https://www.thehindu.com/sci-tech/technology/meta-sets-up-automatic-blocking-for-govt-police-referred-content/article70901931.ece
PASS,3183,The crisis of urban electoral disenfranchisement,the hindu opinion,Opinion,2026-04-24,6.0,2.0,PASS,,fra,https://www.thehindu.com/opinion/op-ed/the-crisis-of-urban-electoral-disenfranchisement/article70902817.ece
PASS,3182,Incremental change: On Corporate Average Fuel Efficiency-III,the hindu editorial,Editorial,2026-04-24,4.5,2.0,PASS,,ed | emission,https://www.thehindu.com/opinion/editorial/incremental-change-the-hindu-editorial-on-corporate-average-fuel-efficiency-iii/article70901858.ece
PASS,3181,Paytm distances itself from Payments Bank after RBI cancels PPBL’s banking licen,the hindu,Economy,2026-04-24,4.0,1.5,PASS,,rbi,https://www.thehindu.com/business/Industry/paytm-distances-itself-from-payments-bank-after-rbi-cancels-ppbls-banking-licence/article70903255.ece
PASS,3180,India’s cybersecurity market set grow to ₹15.06 billion by 2031 as company inves,the hindu,Economy,2026-04-24,7.5,1.5,PASS,,cybersecurity | cyber attack,https://www.thehindu.com/business/indias-cybersecurity-market-set-grow-to-1506-billion-by-2031-as-company-invest-to-fend-off-sophisticated-cyber-attacks/article70902974.ece
PASS,3179,Incremental change: on Corporate Average Fuel Efficiency-III,the hindu opinion,Opinion,2026-04-24,4.0,2.0,PASS,,emission,https://www.thehindu.com/opinion/editorial/incremental-change-on-corporate-average-fuel-efficiency-iii/article70901858.ece
PASS,3178,​Fire and sound: on Kerala’s Mundathikode tragedy,the hindu opinion,Opinion,2026-04-24,2.5,2.0,PASS,,,https://www.thehindu.com/opinion/editorial/fire-and-sound-on-keralas-mundathikode-tragedy/article70902512.ece
PASS,3177,War effect: India’s engineering goods exports to West Asia region falls by 50% i,indian express,Economy,2026-04-24,2.0,1.5,PASS,,,https://indianexpress.com/article/business/india-engineering-exports-wana-region-slump-strait-of-hormuz-iran-war-impact-10654433/
PASS,3176,Why RBI cancelled Paytm Payments Bank’s banking licence,ie explained,Explained,2026-04-24,6.0,2.0,PASS,,rbi,https://indianexpress.com/article/explained/explained-economics/why-rbi-cancelled-paytm-payments-banks-banking-licence-10654383/
PASS,3175,RBI cancels banking licence of Paytm Payments Bank,the hindu,Economy,2026-04-24,5.5,1.5,PASS,,high court | rbi,https://www.thehindu.com/business/rbi-cancels-banking-licence-of-paytm-payments-bank/article70902129.ece
PASS,3174,Industry flags concerns on draft Pesticides Management Bill,the hindu,Science & Technology,2026-04-24,5.5,1.5,PASS,,parliament | bri,https://www.thehindu.com/sci-tech/agriculture/industry-flags-concerns-on-draft-pesticides-management-bill/article70902645.ece
PASS,3173,New lunar mineral found: What China’s discovery means for research,indian express,Science & Technology,2026-04-24,2.5,1.5,PASS,,,https://indianexpress.com/article/technology/science/new-lunar-mineral-found-what-chinas-discovery-means-for-research-10654344/
PASS,3172,CERC draft regulations on mkt coupling do not serve consumer interest: IEX,business standard,Economy,2026-04-24,4.0,1.5,PASS,,accord,https://news.google.com/rss/articles/CBMi2AFBVV95cUxORnpkOERmVTF3M3NscElsc2dXV1JjQzlNUXlWYV9BRXpzZ2tuVU1IdEZFUzhxdWZCNzVoalpZc3c1Rk9TdGpuT2RQaFNDZ2RyRHUyVkwxc255N1M5b0Z4OGRlSDhDVk1xYTdTUTluN3NYdHRmUHBDaVJlQjBuNlNtQlBkY29fU1FvRjJhZzZ2Tzc5VmdoVWs5eWdPaTZ5ZEYwTTJCcmFQV0tiSU8zYjlIS0N3bUlGNVVKSjYxdGxWR1EzU2hPTkhhTUZtOXFKVUp0a0lQZ0YtVi3SAd4BQVVfeXFMTnZPZXpQRnRiYjU0TURjZ29BR201akRRVHZUR0p6OG1ZMmtYa292X21sbW1hYTAzUnVmeTRBOXpRUm13TWJTUVYwZ3JFM2FnR1lIclVid3V2Sk5aLVExbFducmRtX1dOSDVqYWhUazBFcklrVlIyU0F1RTF5cFNtdW9zWlBoVXBCV3drek1JMmhHWDlaTVFXcTVqbTkxenptY3F3NU80XzRjbmdxRC03MkFxMFZKWVI2eVFfcDU2Zkh4eUNIbWxEUWp0cUVKeVJWQV92cFN6SmtqMUlNcWpR?oc=5
PASS,3171,"Mines Ministry announce ₹5,000 crore incentive scheme for states to spur blocks’",the hindu,Economy,2026-04-24,4.5,1.5,PASS,,,https://www.thehindu.com/business/Industry/mines-ministry-announce-5000-crore-incentive-scheme-for-states-to-spur-blocks-auction-operationalisation/article70902561.ece
PASS,3170,Explained: The Indian economy’s goldilocks scenario that wasn’t,ie explained,Explained,2026-04-24,4.5,2.0,PASS,,,https://indianexpress.com/article/explained/explained-economics/indian-economy-gdp-growth-slowdown-goldilocks-analysis-10654208/
PASS,3169,Small business credit growth slows to 14.9 per cent: CRIF-SIDBI report,business standard,Economy,2026-04-24,4.5,1.5,PASS,,msme,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPdm9pbWhrdVpHVHRqWmJJR1dmRmZOcENuYkU4VTczNTNfZTNZMVRvTTNBWHNpMVVGamxZSVVZblFSVHVuNlR3aWVPRF9QUTYtRVA0Q1ZRNDR5MVIxUURTRmlTQ0FJbXloaG9nRW4tdkhDRzIxQy1tOHAyM3FOeGN6VXBQMG1nM3pvcTRDU1RIMWJKVDFUdGU2TnNOMFhUaW42VGFzZk9VTGtzUGk0NnRKa2Z0R05LbWxEUzJOQVAxZG9INzJnR1B1Tkw2ZlFCbXByQ2hFTEQ5Z9IB3AFBVV95cUxQRS1oTFZGeVp5RVFuNFdENTUxXzVZSE42Vy03ejhnMUpSZDBoT19VTHZnd0RMQXJIQXFNY29JV0Q2NWNDVEJRdUpFRXdpWUZZWEozRXRTOWg3NG00aldvY2VFanZTS2FVbWxfRTc1UU5vLWs3Q1poQTJIQ0ljZUhxc3VNYUk4MGJiQkFDWUVHbGtKeVpGNXNsbWl2WUNaLTFnalo5anVhMWdKNldrb191S1FoR1Npc0Vqcy1SNnJKSkpMSEpLMW9HR2tyUWgwRlQ4RHNmY0JHZ0s2ZWht?oc=5
PASS,3168,Global Leaders Call for Inclusive Skills Ecosystems as Shri Jayant Chaudhary Lau,pib,PIB — Press Releases,2026-04-24,7.0,2.0,PASS,,unesco,https://news.google.com/rss/articles/CBMifEFVX3lxTE4xWWVyWlljUl83NlBNY0YydkZzVm9LNmRGYlh5dDB3Rm1aQ3hXVDM5bnlGbE92dHVkOXhHU3oyY3Q3RkpiYm84WXlHZktvcjJyUkxUUklmbkFwcHltSU45NEdnU1FFSnlsQmtzNUR2VXFEWDZKWl9Ud3BPZTY?oc=5
PASS,3165,"Political violence, polls and the West Bengal exception",indian express opinion,Opinion,2026-04-24,3.5,2.0,PASS,,,https://indianexpress.com/article/opinion/columns/political-violence-polls-west-bengal-10654148/
PASS,3163,"Hindu Kush Himalaya sees record 27% drop in snow persistence, fourth straight ye",down to earth,Environment,2026-04-24,3.5,2.0,PASS,,climate change,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPZmdNNUtLR3owclN3UERqQ2YweldNckM0ZGNGSDcxY0Zodmt1V014a0J5S1k5dHhLUkJXMXBVSzFLS0JHQjBOdU5NUnRUWEViZUJVWW53MWxiUUp6UnI4NDBxRl9tOHRHR0NGemJDRmlhYlZWWnAzOUp1bjBReWNyU0hwa2ZsSVJLS1ZIWl9CdnpWeVFRN24wb1pjXzAtTmRZdzJ5dzRNbFptN285c2ZXZGx3MnQyQnQ0bV82Zk1EaUxSUWpUTWhiU0w0ZnJ4Y1dwQi0wcGd3SF9MTHhTVV9RTXEtY0_SAfIBQVVfeXFMTlljaS13dmUzR1BkZy1ncmtWNk8tQ3ZwdkI4MVZlcGR1VDZwUUl5QTBsMVU3Tm83d3pDNzAwZ1JieDhzNnplaDh5VDZNMXV4TEIyYXFCN3lBTzJ5ZjlCVl9QVlFiOXd1ZHZTX0JoYTVQaUVlQWg2YkFZQUlBbVZyR09VbFo5RGUxdUpXTnRXTm91b1VtalY5MG93UkRpNERhR2ZxVG5vUTRiVjhNOEJhVTU5MDJTUlI3VUFRQV9aLW0wbkthU1hhblY1bEhZc19wV1FJbHJpWmlYQTVmVkN2Q0xoczRfZEVuRzcyLUQ4YjNQaFE?oc=5
PASS,3162,Pentagon chief Hegseth says US blockade on Iran ‘going global’,the print,Analysis,2026-04-24,3.0,1.5,PASS,,,https://news.google.com/rss/articles/CBMimwFBVV95cUxQZGExbERFRmdUcTFFZnh0RlJjYmxyOXhXVFcydTVMeUszcHBMa250VEFteGROZkMzOFdOWnlvaTU4S1hha3J6NGxBck1hVXB6N1BXbUF2Q1pNRDVKS2poOFZJRFR4enFEbEMyVFlzOU5uRmdrb2VJS09ORTZzNHpKRHlYSWs0UEhVeUE0MFVQY3BCVHF0U25zU1VMa9IBoAFBVV95cUxNNjVYWDFaNFBxUk9aYVJnWDFzM2M1MkhQM0ZpVUpXTW41XzJRQTFWRU5xS241b1M5Wmg4OHAxMmFfZklaODZJb1FqVFZzTG5TTnJOLXZKM0dTZ0ZsUzJxRTNzT0F2a3lJbUxPdElHLWpCNzVTTlpHbnR0V0RLbmZxWURNSnZJOF9xSlpUOUM0WS10d2ZXcERwNjVPODg0Umla?oc=5
PASS,3161,"खेती को नई दिशा देने वाला लखनऊ सम्मेलन, श्री शिवराज सिंह चौहान ने दिया समग्र कृष",pib,PIB — All Ministries,2026-04-24,3.0,2.0,PASS,,,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255424
PASS,3160,केंद्रीय मंत्री डॉ. जितेंद्र सिंह ने कहा कि 21वीं सदी भारत की है; जैव-अर्थव्यवस्,pib,PIB — All Ministries,2026-04-24,2.5,2.0,PASS,,,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255366
PASS,3159,एनआईपीईआर हाजीपुर ने औषधि अनुसंधान सहयोग को आगे बढ़ाने के लिए बोह्रिंगर इंगेलहाइ,pib,PIB — All Ministries,2026-04-24,5.5,2.0,PASS,,mou | pharmaceutical,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255363
PASS,3158,औषधीय मानकों और रोगी सुरक्षा व्‍यवस्‍था मजबूत करने के लिए एनआईपीईआर हाजीपुर ने भ,pib,PIB — All Ministries,2026-04-24,4.0,2.0,PASS,,mou,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255365
PASS,3157,भारत और अमरीका के बीच द्विपक्षीय व्यापार समझौते (बीटीए) पर चर्चा के लिए भारतीय प,pib,PIB — All Ministries,2026-04-24,4.5,2.0,PASS,,,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255295
PASS,3156,राष्ट्रीय मानवाधिकार आयोग ने हरियाणा के नूंह जिले के फिरोजपुर झिरका क्षेत्र के अ,pib,PIB — All Ministries,2026-04-24,2.0,2.0,PASS,,,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255321
PASS,3154,नशा मुक्त भारत अभियान (एनएमबीए) ऐप 2.0 मादक पदार्थों की मांग में कमी लाने के लिए,pib,PIB — All Ministries,2026-04-24,3.5,2.0,PASS,,,https://pib.gov.in/PressReleaseIframePage.aspx?PRID=2255288
PASS,3153,Putin may attend G20 summit in Miami after U.S. invitation: Kremlin,the hindu,International,2026-04-24,4.0,1.5,PASS,,g20,https://www.thehindu.com/news/international/putin-may-attend-g20-summit-in-miami-after-us-invitation-kremlin/article70902455.ece
PASS,3152,CSIR-NIIST to organise techno fest and customer meet on May 11,the hindu,National,2026-04-24,2.5,1.5,PASS,,,https://www.thehindu.com/news/national/kerala/csir-niist-to-organise-techno-fest-and-customer-meet-on-may-11/article70902285.ece
PASS,3151,"For snakebite management, training crucial for doctors to administer antivenom",the hindu,National,2026-04-24,5.0,1.5,PASS,,lac | trai,https://www.thehindu.com/news/national/kerala/for-snakebite-management-training-crucial-for-doctors-to-administer-antivenom/article70901691.ece
PASS,3150,Comments on Russian and Iran oil purchases were wrong: Ram Madhav clarifies afte,the hindu,National,2026-04-24,4.5,1.5,PASS,,geopolitics | fta,https://www.thehindu.com/news/national/comments-on-russian-and-iran-oil-purchases-were-wrong-ram-madhav-clarifies-after-controversy-over-remarks/article70902231.ece
PASS,3149,"Centre says Indian seafarers in Gulf safe, flight situation improves amid Iran w",livemint,Economy,2026-04-24,4.0,1.5,PASS,,,https://www.livemint.com/news/world/centre-says-indian-seafarers-in-gulf-safe-flight-situation-improves-amid-iran-war-11777035250771.html
PASS,3148,"PM Sanchez sidesteps Spain-U.S. dispute at NATO, brushing off reported Pentagon ",the hindu,International,2026-04-24,6.0,1.5,PASS,,accord | nato,https://www.thehindu.com/news/international/pm-sanchez-sidesteps-spain-us-dispute-at-nato-brushing-off-reported-pentagon-email/article70902102.ece
PASS,3147,Vignan University signs MoU with Intel India to boost AI skills of students,the hindu,National,2026-04-24,6.5,1.5,PASS,,ed | mou,https://www.thehindu.com/news/national/andhra-pradesh/vignan-university-signs-mou-with-intel-india-to-boost-ai-skills-of-students/article70901508.ece
PASS,3146,Indian banks to work together to meet ‘AI-born challenge’: Finance Minister Nirm,indian express,Economy,2026-04-24,3.0,1.5,PASS,,artificial intelligence,https://indianexpress.com/article/business/indian-banks-to-work-together-to-meet-ai-born-challenge-finance-minister-nirmala-sitharaman-10654238/
PASS,3145,"Explained: The Odisha-Chhattisgarh Mahanadi river dispute, amid new tribunal war",ie explained,Explained,2026-04-24,4.5,2.0,PASS,,,https://indianexpress.com/article/explained/odisha-chhattisgarh-mahanadi-river-dispute-10654164/
PASS,3144,Simply Put: Migrating issues,down to earth,Environment,2026-04-24,5.0,2.0,PASS,,migration,https://news.google.com/rss/articles/CBMieEFVX3lxTE5EVjNUSmJPUl9oYm9vZzVRWHc3QzFNSTRLckMyWklfcElZbFFLV29wMmQtV0s5UlNXZ0VUX3hhNUhlVXJyQ0d1dk9kaURMb0NKNHNqNVpkS1ZlMEpfMzg3cmx6VjdwQVljQnREZ3pzODBQbGJLSC1kaNIBhgFBVV95cUxNX1BsSEVZZV9zNExjSTdfVjNmNk80YkN4Qkt5QkQ1TTY2aUNDQTRlaUJDQ1Q2TFVFcnF3a3I1LWdLVUNzcU9HRWpMQzY5cWpuU1hvdTJuUnBUVy1fQWhLeWtUSEJlUjRPWlBjTU9DWTFxTEZwUWZwbXlxRDBDTDN1dVdZMW5NQQ?oc=5
PASS,3143,"US-Iran peace talks soon? Tehran FM Abbas Araghchi expected in Pakistan tonight,",livemint,Economy,2026-04-24,2.5,1.5,PASS,,,https://www.livemint.com/news/world/usiran-peace-talks-soon-tehran-fm-abbas-araghchi-expected-in-pakistan-tonight-says-state-media-11777036159377.html
PASS,3142,Noida Airport names interim CEO after security clearance denied to Swiss chief,the hindu,Economy,2026-04-24,3.0,1.5,PASS,,,https://www.thehindu.com/business/noida-airport-names-interim-ceo-after-security-clearance-denied-to-swiss-chief/article70901742.ece
PASS,3141,"PAN rule changes: New requirements for NRIs, foreign entities and their authoris",livemint,Economy,2026-04-24,3.0,1.5,PASS,,,https://www.livemint.com/news/india/pan-rule-changes-new-requirements-for-foreign-entities-their-authorised-reps-and-nris-in-india-11777024833970.html
PASS,3140,"Explained: Why Raghav Chadha, 6 other Rajya Sabha MPs won't lose their seats des",livemint,Economy,2026-04-24,5.0,1.5,PASS,,constitution | rajya sabha | anti-defection,https://www.livemint.com/news/india/why-raghav-chadha-6-rajya-sabha-mps-wont-lose-their-seats-quitting-aap-joining-bjp-latest-news-ashok-mittal-punjab-11777031552568.html
PASS,3139,Cabinet clears internal reservation formula for SCs; recruitment to begin soon,the print,Analysis,2026-04-24,5.0,1.5,PASS,,reservation,https://news.google.com/rss/articles/CBMisgFBVV95cUxPSk5Lc0J2a21tMzllV1VjVHpoUzM3MXJtUFJzemZLOFVSYlBYSG5MeHdhOTJ2dHd6Y3YxSVFBZ294aWdXRG1hLWUxRnNpTE5nMzVaeFVYU0FEaFd1Zy1SZ2J5amE0Nkg2M0lQWmFHWTVpZXZqOGdIWkk2TjRWdWhkdUFOb0ota09Yc2k2MGpLMzV2UmNkVWhfZzg2U1NpUU92cVdkYzhpSmMwMWg2MDRHczZR0gG3AUFVX3lxTE9scE9RSjN0dmVXY1lMX0dBdG9vWm9KSTZDTzYxcllvbkExZ3NfektxMWNPc1dNMFVJMl9tY1pfWFBUa29UV0VKZWZOSVdkdEJJdWozZUZNME9sRGVtRktxQm1YZ0VWbE1CN3pjZ3o3OWx6emYwOEY0eFJFeEtoVW5KeWJoaVdPamVlNnNvZ3lJdHFGWDJIMHFJVV9scEplSEJ1Vk5sbVppVkhlazg5N0o2MmEzV3JzVQ?oc=5
PASS,3138,ED raids expose foreign debit card network linked to unregistered group,indian express,National,2026-04-24,5.0,1.5,PASS,,ed,https://indianexpress.com/article/india/ed-raids-expose-foreign-debit-card-network-linked-to-unregistered-group-10654098/
PASS,3137,China to curb US investment in tech companies: Report,indian express,Science & Technology,2026-04-24,4.0,1.5,PASS,,,https://indianexpress.com/article/technology/tech-news-technology/china-to-curb-us-investment-in-tech-companies-report-10654044/
PASS,3136,Trump grants 90-day Jones Act waiver extension to curb energy costs,the hindu,International,2026-04-24,4.5,1.5,PASS,,,https://www.thehindu.com/news/international/trump-grants-90-day-jones-act-waiver-extension-to-curb-energy-costs/article70901554.ece
PASS,3135,Quote of the day by Will Durant: ‘The political machine triumphs because it is a,livemint,Economy,2026-04-24,2.5,1.5,PASS,,,https://www.livemint.com/news/us-news/quote-of-the-day-by-will-durant-the-political-machine-triumphs-because-it-is-a-11777028312431.html
PASS,3134,"India, U.S. conclude ‘constructive’ in-person talks on trade deal, but no word o",the hindu,Economy,2026-04-24,3.0,1.5,PASS,,,https://www.thehindu.com/business/Economy/india-us-conclude-constructive-in-person-talks-on-trade-deal-but-no-word-on-deadline/article70901215.ece
